,lipid,n,method,ML,R2
539,PC 33:0,closest,NA,catboost,0.378
540,PC 33:0,closest,NA,xgboost,0.3499
541,PC 33:0,closest,NA,lr,0.3306
542,PC 33:0,closest,NA,ridge,0.3306
543,PC 33:0,closest,NA,knn,0.2735
544,PC 33:0,closest,NA,lasso,-0.0003
545,PC 33:0,closest,NA,dummy,-0.0003
546,PE 36:3,closest,NA,catboost,0.1158
547,PE 36:3,closest,NA,lr,0.1088
548,PE 36:3,closest,NA,ridge,0.1088
549,PE 36:3,closest,NA,xgboost,0.1079
550,PE 36:3,closest,NA,lasso,-0.0001
551,PE 36:3,closest,NA,dummy,-0.0001
552,PE 36:3,closest,NA,knn,-0.0466
553,SM(t40:1) ,closest,NA,catboost,0.2507
554,SM(t40:1) ,closest,NA,xgboost,0.198
555,SM(t40:1) ,closest,NA,lr,0.1773
556,SM(t40:1) ,closest,NA,ridge,0.1773
557,SM(t40:1) ,closest,NA,knn,0.1072
558,SM(t40:1) ,closest,NA,lasso,-0.0002
559,SM(t40:1) ,closest,NA,dummy,-0.0002
560,PG(38:1) ,closest,NA,catboost,0.2982
561,PG(38:1) ,closest,NA,xgboost,0.2692
562,PG(38:1) ,closest,NA,lr,0.2176
563,PG(38:1) ,closest,NA,ridge,0.2176
564,PG(38:1) ,closest,NA,knn,0.1651
565,PG(38:1) ,closest,NA,lasso,-0.0001
566,PG(38:1) ,closest,NA,dummy,-0.0001
567,PE O-38:5,closest,NA,catboost,0.0194
568,PE O-38:5,closest,NA,lr,0.0081
569,PE O-38:5,closest,NA,ridge,0.0081
570,PE O-38:5,closest,NA,xgboost,0.0045
571,PE O-38:5,closest,NA,lasso,-0.0001
572,PE O-38:5,closest,NA,dummy,-0.0001
573,PE O-38:5,closest,NA,knn,-0.1551
574,PC(32:1) ,closest,NA,catboost,0.4966
575,PC(32:1) ,closest,NA,xgboost,0.4366
576,PC(32:1) ,closest,NA,knn,0.4032
577,PC(32:1) ,closest,NA,lr,0.3902
578,PC(32:1) ,closest,NA,ridge,0.3902
579,PC(32:1) ,closest,NA,lasso,-0.0003
580,PC(32:1) ,closest,NA,dummy,-0.0003
581,PC 34:0,closest,NA,catboost,0.372
582,PC 34:0,closest,NA,xgboost,0.34
583,PC 34:0,closest,NA,lr,0.2765
584,PC 34:0,closest,NA,ridge,0.2765
585,PC 34:0,closest,NA,knn,0.2535
586,PC 34:0,closest,NA,lasso,-0.0001
587,PC 34:0,closest,NA,dummy,-0.0001
588,PE(44:11(OH)) ,closest,NA,xgboost,0.028
589,PE(44:11(OH)) ,closest,NA,catboost,0.0267
590,PE(44:11(OH)) ,closest,NA,lr,0.0265
591,PE(44:11(OH)) ,closest,NA,ridge,0.0265
592,PE(44:11(OH)) ,closest,NA,lasso,-0.0
593,PE(44:11(OH)) ,closest,NA,dummy,-0.0
594,PE(44:11(OH)) ,closest,NA,knn,-0.1416
595,PI-Cer(t32:1) ,closest,NA,catboost,0.1465
596,PI-Cer(t32:1) ,closest,NA,lr,0.1003
597,PI-Cer(t32:1) ,closest,NA,ridge,0.1003
598,PI-Cer(t32:1) ,closest,NA,xgboost,0.0817
599,PI-Cer(t32:1) ,closest,NA,knn,0.0059
600,PI-Cer(t32:1) ,closest,NA,lasso,-0.0
601,PI-Cer(t32:1) ,closest,NA,dummy,-0.0
602,PA 42:4,closest,NA,catboost,0.1569
603,PA 42:4,closest,NA,lr,0.1147
604,PA 42:4,closest,NA,ridge,0.1147
605,PA 42:4,closest,NA,xgboost,0.1131
606,PA 42:4,closest,NA,knn,0.0081
607,PA 42:4,closest,NA,lasso,-0.0001
608,PA 42:4,closest,NA,dummy,-0.0001
609,HexCer(t42:2) ,closest,NA,catboost,0.3754
610,HexCer(t42:2) ,closest,NA,xgboost,0.3224
611,HexCer(t42:2) ,closest,NA,lr,0.2557
612,HexCer(t42:2) ,closest,NA,ridge,0.2557
613,HexCer(t42:2) ,closest,NA,knn,0.2372
614,HexCer(t42:2) ,closest,NA,lasso,-0.0001
615,HexCer(t42:2) ,closest,NA,dummy,-0.0001
616,PG(34:0) ,closest,NA,catboost,0.5033
617,PG(34:0) ,closest,NA,xgboost,0.4826
618,PG(34:0) ,closest,NA,knn,0.4037
619,PG(34:0) ,closest,NA,lr,0.3996
620,PG(34:0) ,closest,NA,ridge,0.3996
621,PG(34:0) ,closest,NA,lasso,-0.0001
622,PG(34:0) ,closest,NA,dummy,-0.0001
623,PE(40:2(OH)) ,closest,NA,catboost,0.1919
624,PE(40:2(OH)) ,closest,NA,xgboost,0.1544
625,PE(40:2(OH)) ,closest,NA,lr,0.1493
626,PE(40:2(OH)) ,closest,NA,ridge,0.1493
627,PE(40:2(OH)) ,closest,NA,knn,0.053
628,PE(40:2(OH)) ,closest,NA,lasso,-0.0001
629,PE(40:2(OH)) ,closest,NA,dummy,-0.0001
630,PE(40:8) ,closest,NA,catboost,0.0572
631,PE(40:8) ,closest,NA,lr,0.0493
632,PE(40:8) ,closest,NA,ridge,0.0493
633,PE(40:8) ,closest,NA,xgboost,0.0492
634,PE(40:8) ,closest,NA,lasso,-0.0001
635,PE(40:8) ,closest,NA,dummy,-0.0001
636,PE(40:8) ,closest,NA,knn,-0.1027
637,PC 38:5,closest,NA,catboost,0.3771
638,PC 38:5,closest,NA,xgboost,0.331
639,PC 38:5,closest,NA,lr,0.2869
640,PC 38:5,closest,NA,ridge,0.2869
641,PC 38:5,closest,NA,knn,0.2662
642,PC 38:5,closest,NA,lasso,-0.0001
643,PC 38:5,closest,NA,dummy,-0.0001
644,PE(40:7) ,closest,NA,catboost,0.1817
645,PE(40:7) ,closest,NA,xgboost,0.1591
646,PE(40:7) ,closest,NA,lr,0.153
647,PE(40:7) ,closest,NA,ridge,0.153
648,PE(40:7) ,closest,NA,knn,0.0169
649,PE(40:7) ,closest,NA,lasso,-0.0001
650,PE(40:7) ,closest,NA,dummy,-0.0001
651,LPC 22:6,closest,NA,catboost,0.1941
652,LPC 22:6,closest,NA,xgboost,0.1326
653,LPC 22:6,closest,NA,lr,0.1219
654,LPC 22:6,closest,NA,ridge,0.1219
655,LPC 22:6,closest,NA,knn,0.0545
656,LPC 22:6,closest,NA,lasso,-0.0001
657,LPC 22:6,closest,NA,dummy,-0.0001
658,PA 40:4,closest,NA,catboost,0.4136
659,PA 40:4,closest,NA,xgboost,0.3584
660,PA 40:4,closest,NA,lr,0.3325
661,PA 40:4,closest,NA,ridge,0.3325
662,PA 40:4,closest,NA,knn,0.3034
663,PA 40:4,closest,NA,lasso,-0.0
664,PA 40:4,closest,NA,dummy,-0.0
665,PI-Cer(t30:2) ,closest,NA,catboost,0.0911
666,PI-Cer(t30:2) ,closest,NA,lr,0.0707
667,PI-Cer(t30:2) ,closest,NA,ridge,0.0707
668,PI-Cer(t30:2) ,closest,NA,xgboost,0.0662
669,PI-Cer(t30:2) ,closest,NA,lasso,-0.0
670,PI-Cer(t30:2) ,closest,NA,dummy,-0.0
671,PI-Cer(t30:2) ,closest,NA,knn,-0.0633
672,LPC O-18:2,closest,NA,catboost,0.0957
673,LPC O-18:2,closest,NA,lr,0.0504
674,LPC O-18:2,closest,NA,ridge,0.0504
675,LPC O-18:2,closest,NA,xgboost,0.0362
676,LPC O-18:2,closest,NA,lasso,-0.0001
677,LPC O-18:2,closest,NA,dummy,-0.0001
678,LPC O-18:2,closest,NA,knn,-0.0671
679,PG(40:6) ,closest,NA,catboost,0.3972
680,PG(40:6) ,closest,NA,xgboost,0.3649
681,PG(40:6) ,closest,NA,lr,0.2941
682,PG(40:6) ,closest,NA,ridge,0.2941
683,PG(40:6) ,closest,NA,knn,0.2915
684,PG(40:6) ,closest,NA,lasso,-0.0001
685,PG(40:6) ,closest,NA,dummy,-0.0001
686,PG 32:0,closest,NA,catboost,0.1139
687,PG 32:0,closest,NA,lr,0.0832
688,PG 32:0,closest,NA,ridge,0.0832
689,PG 32:0,closest,NA,xgboost,0.078
690,PG 32:0,closest,NA,lasso,-0.0001
691,PG 32:0,closest,NA,dummy,-0.0001
692,PG 32:0,closest,NA,knn,-0.0405
693,PG(40:3) ,closest,NA,catboost,0.1719
694,PG(40:3) ,closest,NA,xgboost,0.1345
695,PG(40:3) ,closest,NA,lr,0.1297
696,PG(40:3) ,closest,NA,ridge,0.1297
697,PG(40:3) ,closest,NA,knn,0.0304
698,PG(40:3) ,closest,NA,lasso,-0.0001
699,PG(40:3) ,closest,NA,dummy,-0.0001
700,PE 34:1,closest,NA,catboost,0.0642
701,PE 34:1,closest,NA,lr,0.0332
702,PE 34:1,closest,NA,ridge,0.0332
703,PE 34:1,closest,NA,xgboost,0.0293
704,PE 34:1,closest,NA,lasso,-0.0
705,PE 34:1,closest,NA,dummy,-0.0
706,PE 34:1,closest,NA,knn,-0.1018
707,LPC 15:1,closest,NA,catboost,0.3941
708,LPC 15:1,closest,NA,xgboost,0.3604
709,LPC 15:1,closest,NA,lr,0.2722
710,LPC 15:1,closest,NA,ridge,0.2722
711,LPC 15:1,closest,NA,knn,0.2601
712,LPC 15:1,closest,NA,lasso,-0.0002
713,LPC 15:1,closest,NA,dummy,-0.0002
714,PC 36:2,closest,NA,catboost,0.1164
715,PC 36:2,closest,NA,xgboost,0.0842
716,PC 36:2,closest,NA,lr,0.0833
717,PC 36:2,closest,NA,ridge,0.0833
718,PC 36:2,closest,NA,lasso,-0.0002
719,PC 36:2,closest,NA,dummy,-0.0002
720,PC 36:2,closest,NA,knn,-0.0634
721,PA(38:1) ,closest,NA,catboost,0.1882
722,PA(38:1) ,closest,NA,lr,0.1478
723,PA(38:1) ,closest,NA,ridge,0.1478
724,PA(38:1) ,closest,NA,xgboost,0.1467
725,PA(38:1) ,closest,NA,knn,0.0543
726,PA(38:1) ,closest,NA,lasso,-0.0001
727,PA(38:1) ,closest,NA,dummy,-0.0001
728,PI-Cer(t28:0) ,closest,NA,catboost,0.2941
729,PI-Cer(t28:0) ,closest,NA,xgboost,0.2481
730,PI-Cer(t28:0) ,closest,NA,lr,0.2464
731,PI-Cer(t28:0) ,closest,NA,ridge,0.2464
732,PI-Cer(t28:0) ,closest,NA,knn,0.1723
733,PI-Cer(t28:0) ,closest,NA,lasso,-0.0
734,PI-Cer(t28:0) ,closest,NA,dummy,-0.0
735,PC 34:1,closest,NA,catboost,0.2787
736,PC 34:1,closest,NA,xgboost,0.2457
737,PC 34:1,closest,NA,lr,0.2292
738,PC 34:1,closest,NA,ridge,0.2292
739,PC 34:1,closest,NA,knn,0.1526
740,PC 34:1,closest,NA,lasso,-0.0003
741,PC 34:1,closest,NA,dummy,-0.0003
742,PA 38:3,closest,NA,catboost,0.1134
743,PA 38:3,closest,NA,lr,0.0742
744,PA 38:3,closest,NA,ridge,0.0742
745,PA 38:3,closest,NA,xgboost,0.066
746,PA 38:3,closest,NA,lasso,-0.0
747,PA 38:3,closest,NA,dummy,-0.0
748,PA 38:3,closest,NA,knn,-0.045
749,PC 35:0,closest,NA,catboost,0.1666
750,PC 35:0,closest,NA,xgboost,0.1426
751,PC 35:0,closest,NA,lr,0.1407
752,PC 35:0,closest,NA,ridge,0.1407
753,PC 35:0,closest,NA,knn,0.0146
754,PC 35:0,closest,NA,lasso,-0.0001
755,PC 35:0,closest,NA,dummy,-0.0001
756,SHexCer 38:1;3,closest,NA,catboost,0.1609
757,SHexCer 38:1;3,closest,NA,xgboost,0.1209
758,SHexCer 38:1;3,closest,NA,lr,0.1007
759,SHexCer 38:1;3,closest,NA,ridge,0.1007
760,SHexCer 38:1;3,closest,NA,knn,0.0198
761,SHexCer 38:1;3,closest,NA,lasso,-0.0
762,SHexCer 38:1;3,closest,NA,dummy,-0.0
763,PE O-36:2,closest,NA,catboost,0.317
764,PE O-36:2,closest,NA,xgboost,0.274
765,PE O-36:2,closest,NA,lr,0.2412
766,PE O-36:2,closest,NA,ridge,0.2412
767,PE O-36:2,closest,NA,knn,0.1968
768,PE O-36:2,closest,NA,lasso,-0.0002
769,PE O-36:2,closest,NA,dummy,-0.0002
770,PC 32:1,closest,NA,catboost,0.4588
771,PC 32:1,closest,NA,xgboost,0.4116
772,PC 32:1,closest,NA,knn,0.3612
773,PC 32:1,closest,NA,lr,0.355
774,PC 32:1,closest,NA,ridge,0.355
775,PC 32:1,closest,NA,lasso,-0.0001
776,PC 32:1,closest,NA,dummy,-0.0001
777,PG(30:1) ,closest,NA,catboost,0.3465
778,PG(30:1) ,closest,NA,xgboost,0.2918
779,PG(30:1) ,closest,NA,lr,0.2822
780,PG(30:1) ,closest,NA,ridge,0.2822
781,PG(30:1) ,closest,NA,knn,0.2229
782,PG(30:1) ,closest,NA,lasso,-0.0001
783,PG(30:1) ,closest,NA,dummy,-0.0001
784,PC 38:3,closest,NA,catboost,0.3442
785,PC 38:3,closest,NA,xgboost,0.2838
786,PC 38:3,closest,NA,lr,0.2523
787,PC 38:3,closest,NA,ridge,0.2523
788,PC 38:3,closest,NA,knn,0.2348
789,PC 38:3,closest,NA,lasso,-0.0001
790,PC 38:3,closest,NA,dummy,-0.0001
791,PC 37:1,closest,NA,catboost,0.0691
792,PC 37:1,closest,NA,xgboost,0.0472
793,PC 37:1,closest,NA,lr,0.0421
794,PC 37:1,closest,NA,ridge,0.0421
795,PC 37:1,closest,NA,lasso,-0.0002
796,PC 37:1,closest,NA,dummy,-0.0002
797,PC 37:1,closest,NA,knn,-0.0941
798,PE(O-40:6) ,closest,NA,catboost,0.0734
799,PE(O-40:6) ,closest,NA,xgboost,0.0564
800,PE(O-40:6) ,closest,NA,lr,0.0559
801,PE(O-40:6) ,closest,NA,ridge,0.0559
802,PE(O-40:6) ,closest,NA,lasso,-0.0
803,PE(O-40:6) ,closest,NA,dummy,-0.0
804,PE(O-40:6) ,closest,NA,knn,-0.0755
805,HexCer 40:2,closest,NA,catboost,0.3055
806,HexCer 40:2,closest,NA,xgboost,0.2614
807,HexCer 40:2,closest,NA,lr,0.2042
808,HexCer 40:2,closest,NA,ridge,0.2042
809,HexCer 40:2,closest,NA,knn,0.1476
810,HexCer 40:2,closest,NA,lasso,-0.0002
811,HexCer 40:2,closest,NA,dummy,-0.0002
812,PC O-39:9,closest,NA,catboost,0.4063
813,PC O-39:9,closest,NA,xgboost,0.3437
814,PC O-39:9,closest,NA,lr,0.3113
815,PC O-39:9,closest,NA,ridge,0.3113
816,PC O-39:9,closest,NA,knn,0.2958
817,PC O-39:9,closest,NA,lasso,-0.0
818,PC O-39:9,closest,NA,dummy,-0.0
819,PC 36:1,closest,NA,catboost,0.2691
820,PC 36:1,closest,NA,xgboost,0.237
821,PC 36:1,closest,NA,lr,0.1823
822,PC 36:1,closest,NA,ridge,0.1823
823,PC 36:1,closest,NA,knn,0.1178
824,PC 36:1,closest,NA,lasso,-0.0002
825,PC 36:1,closest,NA,dummy,-0.0002
826,PE 38:6,closest,NA,catboost,0.4419
827,PE 38:6,closest,NA,xgboost,0.4061
828,PE 38:6,closest,NA,lr,0.3903
829,PE 38:6,closest,NA,ridge,0.3903
830,PE 38:6,closest,NA,knn,0.336
831,PE 38:6,closest,NA,lasso,-0.0001
832,PE 38:6,closest,NA,dummy,-0.0001
833,PI-Cer(t30:0) ,closest,NA,catboost,0.0571
834,PI-Cer(t30:0) ,closest,NA,lr,0.0321
835,PI-Cer(t30:0) ,closest,NA,ridge,0.0321
836,PI-Cer(t30:0) ,closest,NA,xgboost,0.0186
837,PI-Cer(t30:0) ,closest,NA,lasso,-0.0
838,PI-Cer(t30:0) ,closest,NA,dummy,-0.0
839,PI-Cer(t30:0) ,closest,NA,knn,-0.1046
840,PE(32:1) ,closest,NA,catboost,0.2449
841,PE(32:1) ,closest,NA,xgboost,0.1847
842,PE(32:1) ,closest,NA,lr,0.1707
843,PE(32:1) ,closest,NA,ridge,0.1707
844,PE(32:1) ,closest,NA,knn,0.1057
845,PE(32:1) ,closest,NA,lasso,-0.0001
846,PE(32:1) ,closest,NA,dummy,-0.0001
847,PC(P-40:6) ,closest,NA,catboost,0.3423
848,PC(P-40:6) ,closest,NA,xgboost,0.3004
849,PC(P-40:6) ,closest,NA,lr,0.2355
850,PC(P-40:6) ,closest,NA,ridge,0.2355
851,PC(P-40:6) ,closest,NA,knn,0.1959
852,PC(P-40:6) ,closest,NA,lasso,-0.0002
853,PC(P-40:6) ,closest,NA,dummy,-0.0002
854,PGP(34:1) ,closest,NA,catboost,0.1773
855,PGP(34:1) ,closest,NA,lr,0.1404
856,PGP(34:1) ,closest,NA,ridge,0.1404
857,PGP(34:1) ,closest,NA,xgboost,0.1404
858,PGP(34:1) ,closest,NA,knn,0.0311
859,PGP(34:1) ,closest,NA,lasso,-0.0
860,PGP(34:1) ,closest,NA,dummy,-0.0
861,PE(36:0) ,closest,NA,catboost,0.2128
862,PE(36:0) ,closest,NA,lr,0.1596
863,PE(36:0) ,closest,NA,ridge,0.1596
864,PE(36:0) ,closest,NA,xgboost,0.1501
865,PE(36:0) ,closest,NA,knn,0.0708
866,PE(36:0) ,closest,NA,lasso,-0.0001
867,PE(36:0) ,closest,NA,dummy,-0.0001
868,PG(34:1(OH)) ,closest,NA,catboost,0.414
869,PG(34:1(OH)) ,closest,NA,xgboost,0.3712
870,PG(34:1(OH)) ,closest,NA,lr,0.361
871,PG(34:1(OH)) ,closest,NA,ridge,0.361
872,PG(34:1(OH)) ,closest,NA,knn,0.3036
873,PG(34:1(OH)) ,closest,NA,lasso,-0.0
874,PG(34:1(OH)) ,closest,NA,dummy,-0.0
875,PE-Cer(d46:3) ,closest,NA,catboost,0.3482
876,PE-Cer(d46:3) ,closest,NA,xgboost,0.2947
877,PE-Cer(d46:3) ,closest,NA,lr,0.2493
878,PE-Cer(d46:3) ,closest,NA,ridge,0.2493
879,PE-Cer(d46:3) ,closest,NA,knn,0.2455
880,PE-Cer(d46:3) ,closest,NA,lasso,-0.0
881,PE-Cer(d46:3) ,closest,NA,dummy,-0.0
882,PE(40:4) ,closest,NA,catboost,0.2057
883,PE(40:4) ,closest,NA,xgboost,0.152
884,PE(40:4) ,closest,NA,lr,0.148
885,PE(40:4) ,closest,NA,ridge,0.148
886,PE(40:4) ,closest,NA,knn,0.0764
887,PE(40:4) ,closest,NA,lasso,-0.0001
888,PE(40:4) ,closest,NA,dummy,-0.0001
889,PE O-41:11,closest,NA,catboost,0.1829
890,PE O-41:11,closest,NA,xgboost,0.1448
891,PE O-41:11,closest,NA,lr,0.1338
892,PE O-41:11,closest,NA,ridge,0.1338
893,PE O-41:11,closest,NA,knn,0.0482
894,PE O-41:11,closest,NA,lasso,-0.0
895,PE O-41:11,closest,NA,dummy,-0.0
896,HexCer 40:2;O3,closest,NA,catboost,0.3403
897,HexCer 40:2;O3,closest,NA,xgboost,0.2952
898,HexCer 40:2;O3,closest,NA,lr,0.2351
899,HexCer 40:2;O3,closest,NA,ridge,0.2351
900,HexCer 40:2;O3,closest,NA,knn,0.1948
901,HexCer 40:2;O3,closest,NA,lasso,-0.0002
902,HexCer 40:2;O3,closest,NA,dummy,-0.0002
903,PS(O-34:0(OH)) ,closest,NA,catboost,0.3396
904,PS(O-34:0(OH)) ,closest,NA,xgboost,0.3034
905,PS(O-34:0(OH)) ,closest,NA,lr,0.2339
906,PS(O-34:0(OH)) ,closest,NA,ridge,0.2339
907,PS(O-34:0(OH)) ,closest,NA,knn,0.2067
908,PS(O-34:0(OH)) ,closest,NA,lasso,-0.0003
909,PS(O-34:0(OH)) ,closest,NA,dummy,-0.0003
910,PS(40:1) ,closest,NA,catboost,0.3642
911,PS(40:1) ,closest,NA,xgboost,0.3331
912,PS(40:1) ,closest,NA,knn,0.2644
913,PS(40:1) ,closest,NA,lr,0.2599
914,PS(40:1) ,closest,NA,ridge,0.2599
915,PS(40:1) ,closest,NA,lasso,-0.0
916,PS(40:1) ,closest,NA,dummy,-0.0
917,PE-Cer(d38:1) ,closest,NA,catboost,0.191
918,PE-Cer(d38:1) ,closest,NA,xgboost,0.152
919,PE-Cer(d38:1) ,closest,NA,lr,0.1396
920,PE-Cer(d38:1) ,closest,NA,ridge,0.1396
921,PE-Cer(d38:1) ,closest,NA,knn,0.0434
922,PE-Cer(d38:1) ,closest,NA,lasso,-0.0
923,PE-Cer(d38:1) ,closest,NA,dummy,-0.0
924,PE 36:4,closest,NA,catboost,0.1288
925,PE 36:4,closest,NA,xgboost,0.1087
926,PE 36:4,closest,NA,lr,0.1064
927,PE 36:4,closest,NA,ridge,0.1064
928,PE 36:4,closest,NA,lasso,-0.0002
929,PE 36:4,closest,NA,dummy,-0.0002
930,PE 36:4,closest,NA,knn,-0.0226
931,PA 36:4,closest,NA,catboost,0.3673
932,PA 36:4,closest,NA,xgboost,0.3278
933,PA 36:4,closest,NA,lr,0.3106
934,PA 36:4,closest,NA,ridge,0.3106
935,PA 36:4,closest,NA,knn,0.2564
936,PA 36:4,closest,NA,lasso,-0.0001
937,PA 36:4,closest,NA,dummy,-0.0001
938,PC 38:4,closest,NA,catboost,0.4128
939,PC 38:4,closest,NA,xgboost,0.3877
940,PC 38:4,closest,NA,knn,0.3141
941,PC 38:4,closest,NA,lr,0.3072
942,PC 38:4,closest,NA,ridge,0.3072
943,PC 38:4,closest,NA,lasso,-0.0001
944,PC 38:4,closest,NA,dummy,-0.0001
945,PA(40:5) ,closest,NA,catboost,0.351
946,PA(40:5) ,closest,NA,xgboost,0.3013
947,PA(40:5) ,closest,NA,lr,0.2498
948,PA(40:5) ,closest,NA,ridge,0.2498
949,PA(40:5) ,closest,NA,knn,0.2425
950,PA(40:5) ,closest,NA,lasso,-0.0
951,PA(40:5) ,closest,NA,dummy,-0.0
952,PC 34:2,closest,NA,catboost,0.0903
953,PC 34:2,closest,NA,lr,0.0667
954,PC 34:2,closest,NA,ridge,0.0667
955,PC 34:2,closest,NA,xgboost,0.0666
956,PC 34:2,closest,NA,lasso,-0.0001
957,PC 34:2,closest,NA,dummy,-0.0001
958,PC 34:2,closest,NA,knn,-0.0548
959,PE 36:0,closest,NA,catboost,0.4377
960,PE 36:0,closest,NA,xgboost,0.412
961,PE 36:0,closest,NA,knn,0.3309
962,PE 36:0,closest,NA,lr,0.3182
963,PE 36:0,closest,NA,ridge,0.3182
964,PE 36:0,closest,NA,lasso,-0.0001
965,PE 36:0,closest,NA,dummy,-0.0001
966,SM(t42:1) ,closest,NA,catboost,0.1858
967,SM(t42:1) ,closest,NA,xgboost,0.1489
968,SM(t42:1) ,closest,NA,lr,0.138
969,SM(t42:1) ,closest,NA,ridge,0.138
970,SM(t42:1) ,closest,NA,knn,0.0436
971,SM(t42:1) ,closest,NA,lasso,-0.0002
972,SM(t42:1) ,closest,NA,dummy,-0.0002
973,Cer 40:2,closest,NA,catboost,0.2706
974,Cer 40:2,closest,NA,xgboost,0.2174
975,Cer 40:2,closest,NA,lr,0.1796
976,Cer 40:2,closest,NA,ridge,0.1796
977,Cer 40:2,closest,NA,knn,0.1188
978,Cer 40:2,closest,NA,lasso,-0.0002
979,Cer 40:2,closest,NA,dummy,-0.0002
980,Hex2Cer 32:0,closest,NA,catboost,0.204
981,Hex2Cer 32:0,closest,NA,xgboost,0.167
982,Hex2Cer 32:0,closest,NA,lr,0.1545
983,Hex2Cer 32:0,closest,NA,ridge,0.1545
984,Hex2Cer 32:0,closest,NA,knn,0.0694
985,Hex2Cer 32:0,closest,NA,lasso,-0.0001
986,Hex2Cer 32:0,closest,NA,dummy,-0.0001
987,PS(40:4) ,closest,NA,catboost,0.0354
988,PS(40:4) ,closest,NA,xgboost,0.0297
989,PS(40:4) ,closest,NA,lr,0.0285
990,PS(40:4) ,closest,NA,ridge,0.0285
991,PS(40:4) ,closest,NA,lasso,-0.0001
992,PS(40:4) ,closest,NA,dummy,-0.0001
993,PS(40:4) ,closest,NA,knn,-0.1303
994,Hex2Cer 32:1,closest,NA,catboost,0.2348
995,Hex2Cer 32:1,closest,NA,xgboost,0.1997
996,Hex2Cer 32:1,closest,NA,lr,0.1869
997,Hex2Cer 32:1,closest,NA,ridge,0.1869
998,Hex2Cer 32:1,closest,NA,knn,0.0984
999,Hex2Cer 32:1,closest,NA,lasso,-0.0001
1000,Hex2Cer 32:1,closest,NA,dummy,-0.0001
1001,PA(36:3) ,closest,NA,catboost,0.1767
1002,PA(36:3) ,closest,NA,lr,0.1294
1003,PA(36:3) ,closest,NA,ridge,0.1294
1004,PA(36:3) ,closest,NA,xgboost,0.1288
1005,PA(36:3) ,closest,NA,knn,0.0421
1006,PA(36:3) ,closest,NA,lasso,-0.0001
1007,PA(36:3) ,closest,NA,dummy,-0.0001
1008,PC 38:2,closest,NA,catboost,0.382
1009,PC 38:2,closest,NA,xgboost,0.334
1010,PC 38:2,closest,NA,lr,0.2896
1011,PC 38:2,closest,NA,ridge,0.2896
1012,PC 38:2,closest,NA,knn,0.2456
1013,PC 38:2,closest,NA,lasso,-0.0001
1014,PC 38:2,closest,NA,dummy,-0.0001
1015,HexCer 42:1,closest,NA,catboost,0.3672
1016,HexCer 42:1,closest,NA,xgboost,0.3156
1017,HexCer 42:1,closest,NA,lr,0.2528
1018,HexCer 42:1,closest,NA,ridge,0.2528
1019,HexCer 42:1,closest,NA,knn,0.2224
1020,HexCer 42:1,closest,NA,lasso,-0.0001
1021,HexCer 42:1,closest,NA,dummy,-0.0001
1022,HexCer 42:2,closest,NA,catboost,0.4007
1023,HexCer 42:2,closest,NA,xgboost,0.3667
1024,HexCer 42:2,closest,NA,ridge,0.2704
1025,HexCer 42:2,closest,NA,lr,0.2703
1026,HexCer 42:2,closest,NA,knn,0.2602
1027,HexCer 42:2,closest,NA,lasso,-0.0002
1028,HexCer 42:2,closest,NA,dummy,-0.0002
1029,PA 42:7,closest,NA,catboost,0.2419
1030,PA 42:7,closest,NA,xgboost,0.1986
1031,PA 42:7,closest,NA,lr,0.1778
1032,PA 42:7,closest,NA,ridge,0.1778
1033,PA 42:7,closest,NA,knn,0.1125
1034,PA 42:7,closest,NA,lasso,-0.0001
1035,PA 42:7,closest,NA,dummy,-0.0001
1036,PA(P-38:6) ,closest,NA,catboost,0.0522
1037,PA(P-38:6) ,closest,NA,lr,0.0465
1038,PA(P-38:6) ,closest,NA,ridge,0.0465
1039,PA(P-38:6) ,closest,NA,xgboost,0.0437
1040,PA(P-38:6) ,closest,NA,lasso,-0.0
1041,PA(P-38:6) ,closest,NA,dummy,-0.0
1042,PA(P-38:6) ,closest,NA,knn,-0.1087
1043,PC 38:6,closest,NA,catboost,0.422
1044,PC 38:6,closest,NA,xgboost,0.3885
1045,PC 38:6,closest,NA,lr,0.3234
1046,PC 38:6,closest,NA,ridge,0.3234
1047,PC 38:6,closest,NA,knn,0.3206
1048,PC 38:6,closest,NA,lasso,-0.0002
1049,PC 38:6,closest,NA,dummy,-0.0002
1050,SM(d36:1) ,closest,NA,catboost,0.5462
1051,SM(d36:1) ,closest,NA,xgboost,0.517
1052,SM(d36:1) ,closest,NA,knn,0.462
1053,SM(d36:1) ,closest,NA,lr,0.4257
1054,SM(d36:1) ,closest,NA,ridge,0.4257
1055,SM(d36:1) ,closest,NA,lasso,-0.0001
1056,SM(d36:1) ,closest,NA,dummy,-0.0001
1057,HexCer 36:0,closest,NA,catboost,0.4046
1058,HexCer 36:0,closest,NA,xgboost,0.3749
1059,HexCer 36:0,closest,NA,lr,0.3347
1060,HexCer 36:0,closest,NA,ridge,0.3347
1061,HexCer 36:0,closest,NA,knn,0.3113
1062,HexCer 36:0,closest,NA,lasso,-0.0002
1063,HexCer 36:0,closest,NA,dummy,-0.0002
1064,PC 32:0,closest,NA,catboost,0.503
1065,PC 32:0,closest,NA,xgboost,0.4819
1066,PC 32:0,closest,NA,lr,0.4064
1067,PC 32:0,closest,NA,ridge,0.4064
1068,PC 32:0,closest,NA,knn,0.4058
